Seriale,SAM,Gas_type,J_Num,Nazione,OreM,OreO,Fine_carica,DataP,Viscosita_100,TBN_basic,TAN_acid,ipH,Ossidazione,IR,Sodio,Glicole,Silicio,Ferro,Alluminio,Cromo,Rame,Stagno,Piombo,EndCharge,Gruppo,AnnoP,Taglia
1228940,SAM0015,ECOBIO,JG592,,54090.0,2159.0,1.0,2017-07-04,14.4,2.2,2.37,4.7,12.3,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,520,2017,10
1228940,SAM0015,ECOBIO,JG592,,56220.0,2130.0,1.0,2017-10-02,14.7,2.0,2.2,4.6,13.8,5.5,1.0,0.0,2.0,4.0,4.0,0.0,5.0,0.0,0.0,1,520,2017,10
1228940,SAM0015,ECOBIO,JG592,,57391.0,1171.0,0.0,2017-11-20,14.4,2.7,1.86,4.9,9.4,3.8,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,520,2017,10
1228940,SAM0015,ECOBIO,JG592,,58091.0,1871.0,1.0,2017-12-19,14.4,2.6,2.05,4.7,12.3,5.3,1.0,0.0,2.0,3.0,4.0,0.0,2.0,0.0,0.0,1,520,2017,10
1228940,SAM0015,ECOBIO,JG592,,60595.0,2200.0,1.0,2018-04-03,14.1,2.2,2.08,4.9,12.6,6.0,0.0,0.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,1,520,2018,10
1228940,SAM0015,ECOBIO,JG592,,62011.0,1416.0,1.0,2018-06-01,14.5,2.3,1.83,5.0,11.1,5.7,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1,520,2018,10
1228940,SAM0015,ECOBIO,JG592,,63276.0,836.0,0.0,2018-07-24,14.1,2.9,1.7,5.6,8.2,4.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0,520,2018,10
1230201,SAM0005,ECOBIO,JH330,IT,47047.0,1790.0,0.0,2017-01-20,14.1,4.6,1.3,6.5,9.0,2.0,13.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,0,522,2017,10
1230201,SAM0005,ECOBIO,JH330,IT,47734.0,2477.0,1.0,2017-02-27,14.3,4.3,1.3,6.4,10.0,2.0,12.0,0.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1,522,2017,10
1230201,SAM0005,ECOBIO,JH330,IT,48402.0,668.0,0.0,2017-03-17,13.4,5.9,0.6,6.6,5.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,522,2017,10
1230201,SAM0005,ECOBIO,JH330,IT,51521.0,1164.0,0.0,2017-07-31,13.6,4.7,1.2,6.4,8.0,2.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0,522,2017,10
1230201,SAM0005,ECOBIO,JH330,IT,52182.0,1825.0,1.0,2017-08-25,13.7,3.6,1.6,5.8,9.0,2.0,2.0,0.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1,522,2017,10
1230201,SAM0005,ECOBIO,JH330,IT,54032.0,1272.0,0.0,2017-11-10,13.7,5.7,0.6,6.6,7.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0,522,2017,10
1230201,SAM0005,ECOBIO,JH330,IT,55102.0,2343.0,1.0,2018-01-03,13.9,4.0,1.1,5.8,10.0,3.0,2.0,0.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1,522,2018,10
1230201,SAM0005,ECOBIO,JH330,IT,56415.0,1313.0,0.0,2018-02-19,13.6,4.8,1.1,6.2,8.0,1.0,2.0,0.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,0,522,2018,10
1230201,SAM0005,ECOBIO,JH330,IT,57087.0,1985.0,1.0,2018-03-19,13.8,3.5,1.5,5.5,9.0,2.0,2.0,0.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1,522,2018,10
1230201,SAM0005,ECOBIO,JH330,IT,58548.0,1079.0,0.0,2018-05-18,13.8,5.6,0.3,6.2,7.0,1.0,1.0,0.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,0,522,2018,10
1230201,SAM0005,ECOBIO,JH330,IT,59559.0,2090.0,1.0,2018-06-28,13.9,2.8,1.0,5.7,10.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,522,2018,10
1230209,SAM0007,ECOBIO,JG585,IT,9969.0,4040.0,1.0,2016-06-07,15.2,5.1,3.44,5.3,15.1,14.2,1.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1,524,2016,10
1230209,SAM0007,ECOBIO,JG585,IT,14201.0,1502.0,1.0,2016-10-25,15.9,7.8,4.52,6.2,27.5,18.7,1.0,0.0,2.0,9.0,3.0,0.0,4.0,0.0,1.0,1,524,2016,10
1230209,SAM0007,ECOBIO,JG585,IT,19342.0,1496.0,0.0,2017-07-20,14.8,7.2,1.9,,8.0,3.7,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,524,2017,10
1230209,SAM0007,ECOBIO,JG585,IT,20484.0,2638.0,0.0,2017-09-06,15.2,6.2,2.1,,11.6,4.7,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,524,2017,10
1230209,SAM0007,ECOBIO,JG585,IT,20623.0,2777.0,0.0,2017-09-11,15.2,6.7,2.0,,10.2,4.2,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,524,2017,10
1230209,SAM0007,ECOBIO,JG585,IT,24794.0,2970.0,0.0,2018-02-21,15.6,5.8,2.8,,14.3,3.8,76.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,524,2018,10
1230209,SAM0007,ECOBIO,JG585,IT,26398.0,552.0,0.0,2018-04-30,14.6,8.6,2.4,,6.7,1.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,524,2018,10
1230209,SAM0007,ECOBIO,JG585,IT,27903.0,2057.0,0.0,2018-07-02,15.6,7.0,2.2,,13.1,3.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,524,2018,10
1230209,SAM0007,ECOBIO,JG585,IT,28825.0,2979.0,0.0,2018-08-10,16.0,6.6,2.5,,15.5,4.2,16.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0,524,2018,10
1230209,SAM0007,ECOBIO,JG585,IT,29734.0,3890.0,1.0,2018-09-17,16.0,6.3,2.2,,18.9,5.9,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,524,2018,10
1230209,SAM0007,ECOBIO,JG585,IT,30448.0,546.0,0.0,2018-10-17,14.4,8.2,1.5,,7.1,1.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,524,2018,10
1230209,SAM0007,ECOBIO,JG585,IT,33104.0,3202.0,0.0,2019-02-05,15.9,6.0,2.6,,16.5,6.3,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,524,2019,10
1230215,SAM0006,ECOBIO,JG594,,40600.0,1408.0,1.0,2016-01-15,15.8,5.9,3.52,5.9,11.5,19.8,2.0,0.4,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1,525,2016,10
1230223,SAM0007,ECOBIO,JG588,IT,48920.0,1984.0,1.0,2017-05-02,16.0,5.7,3.91,5.4,20.4,14.3,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1,526,2017,10
1230223,SAM0007,ECOBIO,JG588,IT,52756.0,1792.0,1.0,2017-10-10,15.4,4.3,2.7,6.2,18.1,11.6,1.0,0.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,1,526,2017,10
1230223,SAM0007,ECOBIO,JG588,IT,54616.0,1888.0,1.0,2017-12-28,15.8,5.4,3.33,5.3,18.5,11.3,2.0,0.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,1,526,2017,10
1230223,SAM0007,ECOBIO,JG588,IT,56602.0,1985.0,1.0,2018-03-27,15.5,5.3,2.35,5.8,18.5,11.3,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1,526,2018,10
1230223,SAM0007,ECOBIO,JG588,IT,58619.0,2017.0,1.0,2018-06-14,15.6,5.1,3.24,5.5,16.8,13.2,2.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,0.0,1,526,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,36127.0,981.0,0.0,2016-01-25,13.7,3.6,1.59,6.4,8.6,4.8,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,36826.0,1680.0,0.0,2016-02-23,13.8,2.8,1.65,5.6,11.6,6.4,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,37154.0,2008.0,1.0,2016-03-08,14.1,2.4,2.0,5.4,12.9,7.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,38173.0,1019.0,0.0,2016-04-20,14.0,4.1,1.54,5.9,8.3,5.7,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,38892.0,1738.0,0.0,2016-05-20,14.1,2.8,1.88,5.4,14.3,4.1,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,40138.0,1007.0,0.0,2016-07-11,13.7,3.5,1.73,5.5,8.1,3.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,40832.0,1700.0,0.0,2016-08-09,14.0,2.5,1.52,5.2,11.0,4.7,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,41164.0,2033.0,1.0,2016-08-24,14.1,2.3,1.99,5.1,12.3,5.1,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,42144.0,980.0,0.0,2016-10-04,13.9,3.7,2.09,5.9,8.1,3.5,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,42871.0,1707.0,0.0,2016-11-03,14.0,3.0,1.82,5.4,11.1,5.3,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,0,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,43296.0,2132.0,1.0,2016-11-21,14.1,2.4,2.46,4.8,12.8,5.9,0.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,0.0,1,527,2016,10
1230232,SAM0005,ECOBIO,JH318,IT,45047.0,1751.0,0.0,2017-02-02,14.0,2.7,1.98,5.7,11.6,5.6,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,45405.0,2109.0,1.0,2017-02-17,14.1,2.5,1.76,5.0,12.2,5.2,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,45529.0,120.0,0.0,2017-02-22,13.9,5.1,1.02,6.4,2.7,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,47172.0,1767.0,0.0,2017-05-02,14.3,2.8,1.9,5.1,11.1,5.5,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,47543.0,2138.0,1.0,2017-05-18,14.3,2.4,1.97,4.8,12.8,6.4,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,49240.0,1697.0,0.0,2017-07-28,14.3,2.1,1.87,5.0,11.2,5.3,1.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,49546.0,2003.0,1.0,2017-08-10,14.3,1.8,2.04,4.5,12.4,5.7,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,1,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,51477.0,1927.0,0.0,2017-10-30,15.1,2.9,1.96,5.2,13.3,7.4,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,51714.0,2164.0,1.0,2017-11-09,14.9,2.7,1.97,5.0,14.2,7.9,0.0,0.0,111.0,3.0,2.0,0.0,1.0,1.0,0.0,1,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,52859.0,1144.0,0.0,2017-12-27,14.5,3.7,1.62,5.3,8.9,4.1,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0,527,2017,10
1230232,SAM0005,ECOBIO,JH318,IT,53194.0,1479.0,0.0,2018-01-10,14.6,3.4,1.81,5.4,10.7,5.1,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,53641.0,1926.0,0.0,2018-01-29,14.6,2.8,1.9,5.1,12.5,6.2,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,53881.0,2166.0,0.0,2018-02-08,14.7,2.7,1.93,4.9,13.5,6.6,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,54071.0,2356.0,1.0,2018-02-16,14.7,2.7,2.1,4.5,14.2,6.9,2.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,54997.0,926.0,0.0,2018-03-27,13.5,6.9,2.0,6.3,5.3,0.62,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,55572.0,1501.0,0.0,2018-04-20,13.7,6.4,2.3,5.5,7.4,1.16,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,3.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,55860.0,1789.0,0.0,2018-05-02,14.0,5.6,2.7,5.3,7.9,1.41,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,56379.0,2308.0,1.0,2018-05-24,13.9,5.1,2.9,4.4,7.4,1.21,2.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,57904.0,1525.0,0.0,2018-07-31,13.6,5.8,2.9,5.4,6.6,1.06,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,58810.0,2431.0,0.0,2018-09-05,13.4,4.4,2.8,4.9,7.0,1.12,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,61002.0,1635.0,0.0,2018-12-05,13.9,5.3,2.9,5.8,7.9,1.08,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,61359.0,1992.0,0.0,2018-12-20,14.0,5.8,2.7,5.9,9.6,1.28,0.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,0,527,2018,10
1230232,SAM0005,ECOBIO,JH318,IT,61865.0,2498.0,0.0,2019-01-10,14.1,5.0,3.4,7.2,9.7,1.47,4.0,0.0,3.0,6.0,5.0,0.0,4.0,1.0,1.0,0,527,2019,10
1230232,SAM0005,ECOBIO,JH318,IT,62558.0,3191.0,1.0,2019-02-08,14.3,4.6,3.7,5.9,10.3,1.87,2.0,0.0,2.0,6.0,5.0,1.0,1.0,0.0,0.0,1,527,2019,10
1230237,SAM0006,ECOBIO,JH300,,40155.0,1670.0,1.0,2016-01-14,14.0,3.1,2.19,5.4,13.1,7.2,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,41243.0,1088.0,0.0,2016-02-29,14.0,3.9,1.28,6.5,7.7,4.5,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,41625.0,1470.0,1.0,2016-03-16,14.1,3.0,1.7,5.9,11.7,7.2,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,42109.0,483.0,0.0,2016-04-05,13.7,4.3,1.31,5.9,6.3,4.1,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,42604.0,978.0,0.0,2016-04-26,13.8,3.6,1.64,5.6,10.0,6.3,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,43677.0,2051.0,1.0,2016-06-16,14.5,2.4,1.95,4.6,15.8,8.8,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,44136.0,459.0,0.0,2016-06-29,13.6,4.5,1.11,6.1,5.7,1.9,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,44992.0,1321.0,0.0,2016-08-04,14.0,3.1,1.56,5.7,11.7,5.4,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,45591.0,1914.0,1.0,2016-08-29,14.2,2.7,2.13,5.3,14.2,6.7,0.0,0.0,2.0,3.0,4.0,0.0,3.0,1.0,0.0,1,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,46442.0,810.0,0.0,2016-10-04,14.2,3.9,1.48,5.9,8.3,3.6,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,46947.0,1315.0,0.0,2016-10-25,14.3,3.2,1.83,5.7,11.2,5.2,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,47609.0,1977.0,1.0,2016-11-22,14.3,2.6,1.92,5.2,14.0,6.8,0.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,1,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,47777.0,108.0,0.0,2016-11-29,13.6,5.0,1.36,6.8,3.8,0.8,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,47825.0,216.0,0.0,2016-12-01,13.6,4.9,1.24,6.3,3.9,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,528,2016,10
1230237,SAM0006,ECOBIO,JH300,,49615.0,2000.0,1.0,2017-02-14,14.4,2.7,2.22,4.9,13.9,6.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,50027.0,412.0,0.0,2017-03-03,13.8,4.4,1.36,7.1,5.2,1.5,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,50508.0,893.0,0.0,2017-03-23,14.0,3.6,1.87,6.0,8.7,3.7,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,51272.0,1657.0,0.0,2017-04-24,14.4,2.7,1.79,4.9,11.3,5.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,51648.0,2033.0,1.0,2017-05-10,14.2,2.0,2.14,4.6,14.4,6.3,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,52829.0,1181.0,0.0,2017-06-30,14.1,2.6,2.15,5.2,9.9,4.4,0.0,0.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,53571.0,1923.0,0.0,2017-07-31,14.4,1.8,2.51,4.5,14.1,6.0,1.0,0.0,3.0,4.0,5.0,0.0,3.0,0.0,0.0,0,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,53640.0,1992.0,1.0,2017-08-03,14.6,2.6,1.82,6.3,10.8,4.6,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,1,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,55580.0,1939.0,0.0,2017-10-24,14.6,2.3,1.98,5.0,14.8,7.0,1.0,0.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,0,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,55621.0,1980.0,1.0,2017-10-26,14.5,2.5,2.26,5.4,14.3,7.0,1.0,0.0,3.0,3.0,4.0,0.0,3.0,0.0,0.0,1,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,55738.0,114.0,0.0,2017-10-31,13.8,5.1,1.24,6.3,3.9,1.7,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,528,2017,10
1230237,SAM0006,ECOBIO,JH300,,57390.0,1766.0,0.0,2018-01-08,14.9,2.5,1.87,4.9,14.6,6.9,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0,528,2018,10
1230237,SAM0006,ECOBIO,JH300,,57621.0,1997.0,1.0,2018-01-18,14.7,2.4,2.2,5.1,15.4,7.2,1.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,1,528,2018,10
1230237,SAM0006,ECOBIO,JH300,,58769.0,1175.0,0.0,2018-03-08,14.0,3.1,1.8,4.6,11.9,5.5,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0,528,2018,10
1230237,SAM0006,ECOBIO,JH300,,59109.0,1488.0,0.0,2018-03-21,14.5,2.3,1.94,4.7,13.6,6.3,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0,528,2018,10
1230237,SAM0006,ECOBIO,JH300,,59848.0,2227.0,1.0,2018-04-21,14.5,0.8,2.51,3.7,17.5,7.3,0.0,0.0,2.0,3.0,3.0,0.0,4.0,0.0,0.0,1,528,2018,10
1230237,SAM0006,ECOBIO,JH300,,59974.0,126.0,0.0,2018-04-26,13.6,4.4,1.28,6.5,3.9,0.6,2.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0,528,2018,10
1230237,SAM0006,ECOBIO,JH300,,60614.0,766.0,0.0,2018-05-23,14.2,2.7,1.61,5.3,11.0,5.3,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0,528,2018,10
1230237,SAM0006,ECOBIO,JH300,,60838.0,990.0,0.0,2018-06-01,14.3,2.1,2.18,4.7,11.1,5.7,2.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0,528,2018,10
1230239,SAM0015,ECOBIO,JG604,IT,39303.0,718.0,0.0,2016-02-18,13.5,3.6,1.77,6.2,6.4,3.5,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0,529,2016,10
1230239,SAM0015,ECOBIO,JG604,IT,39793.0,1208.0,0.0,2016-03-10,13.6,2.1,2.11,5.1,9.6,5.1,0.0,0.0,2.0,3.0,2.0,0.0,5.0,0.0,0.0,0,529,2016,10
1230239,SAM0015,ECOBIO,JG604,IT,40115.0,1530.0,1.0,2016-03-24,13.8,2.0,2.0,4.8,11.4,6.3,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,1,529,2016,10
1230239,SAM0015,ECOBIO,JG604,IT,40745.0,630.0,0.0,2016-04-19,13.6,3.8,1.3,5.9,7.6,4.5,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,529,2016,10
1230239,SAM0015,ECOBIO,JG604,IT,41211.0,1096.0,1.0,2016-05-09,13.8,2.8,1.5,5.3,10.7,6.4,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1,529,2016,10
1230239,SAM0015,ECOBIO,JG604,IT,44065.0,768.0,0.0,2016-09-09,13.7,3.3,1.84,5.7,6.8,2.4,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1,529,2016,10
1230239,SAM0015,ECOBIO,JG604,IT,46150.0,2085.0,1.0,2016-12-07,13.8,2.6,1.82,5.6,8.7,3.8,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1,529,2016,10
1230239,SAM0015,ECOBIO,JG604,IT,47789.0,1252.0,0.0,2017-02-16,14.3,2.4,1.69,5.4,8.3,3.1,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,48137.0,1600.0,1.0,2017-03-03,14.1,1.9,2.03,5.0,10.1,4.3,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,49030.0,900.0,0.0,2017-04-11,14.4,5.2,2.32,5.9,10.8,5.8,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,49700.0,1570.0,1.0,2017-05-11,14.7,4.1,2.59,5.2,12.0,10.9,3.0,0.2,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,50507.0,807.0,0.0,2017-06-16,14.5,7.1,1.88,6.4,10.3,6.1,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,50900.0,1200.0,1.0,2017-07-03,14.6,6.0,2.47,5.8,12.5,7.7,0.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,1,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,51720.0,490.0,0.0,2017-08-10,14.5,6.7,1.74,6.4,8.3,3.9,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,52865.0,1622.0,1.0,2017-09-27,14.8,4.5,2.43,5.1,14.6,8.3,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,53860.0,996.0,1.0,2017-11-09,14.6,5.1,2.24,5.5,12.4,5.8,1.0,0.0,3.0,8.0,2.0,0.0,1.0,0.0,0.0,1,529,2017,10
1230239,SAM0015,ECOBIO,JG604,IT,55465.0,1000.0,0.0,2018-01-17,15.01,5.21,2.69,5.3,7.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,529,2018,10
1230239,SAM0015,ECOBIO,JG604,IT,55820.0,1335.0,0.0,2018-02-02,15.18,4.74,2.93,5.2,7.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0,529,2018,10
