Viscosita_100,TBN_basic,TAN_acid,ipH,Ossidazione,IR,Sodio,Glicole,Silicio,Ferro,Alluminio,Cromo,Rame,Stagno,Piombo,EndCharge
14.79,6.11,3.68,5.7,10.0,2.0,2.0,0.0,3.0,9.0,2.0,1.0,5.0,0.0,0.0,1.0
14.69,5.9,3.89,5.2,9.0,2.0,0.0,0.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0
14.74,7.67,3.22,5.4,8.0,3.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
14.91,6.78,3.56,5.7,8.0,3.0,1.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0
15.13,4.71,4.12,4.9,12.0,5.0,3.0,0.0,3.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0
14.3,2.8,3.46,4.1,9.5,2.3,2.0,0.0,2.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0
14.2,2.9,3.52,4.1,10.8,2.6,2.0,0.0,2.0,7.0,4.0,1.0,1.0,0.0,0.0,1.0
14.65,6.95,3.46,5.7,7.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
15.08,4.83,3.39,5.2,8.0,3.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0
15.4,5.9,2.93,6.1,11.8,19.9,3.0,0.3,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
14.4,3.3,2.17,5.4,12.2,7.3,1.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0
14.0,4.6,1.52,5.9,6.3,3.2,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14.2,3.6,1.75,5.4,10.1,5.9,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14.7,3.1,1.85,4.9,12.4,8.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0
13.9,2.7,1.9,5.3,10.6,5.5,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
14.8,5.1,3.4,4.4,9.01,1.32,4.0,0.0,3.8333333333333335,5.0,3.0,1.0,1.0,1.0,0.0,1.0
14.7,5.1,3.0,5.8,6.66,1.22,5.0,0.0,3.5,4.0,2.0,1.0,0.0,0.0,0.0,1.0
14.4,5.9,2.2,5.8,6.55,0.89,5.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0
14.6,4.3,3.3,4.4,8.21,1.61,48.0,0.0,36.833333333333336,12.0,2.0,1.0,2.0,0.0,0.0,1.0
14.3,7.5,2.8,5.9,3.96,0.0,9.0,0.0,15.333333333333334,9.0,0.0,0.0,2.0,2.0,0.0,0.0
15.0,6.6,2.2,6.2,5.4,0.18,16.0,0.0,6.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0
14.3,6.4,2.2,5.0,4.61,0.1,49.0,0.0,10.0,10.0,3.0,0.0,6.0,1.0,0.0,1.0
14.6,5.6,1.8,4.8,9.7,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.6,5.3,2.4,4.8,9.2,13.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14.6,5.9,2.2,5.933333333333333,7.8,10.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.7,4.7,2.0,4.483333333333333,9.8,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.3,7.7,1.3,6.783333333333334,6.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.7,5.1,2.0,5.716666666666666,11.0,6.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14.8,4.7,2.7,6.116666666666667,11.6,8.2,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14.5,6.4,2.0,6.083333333333333,8.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.3,4.7,2.8,5.866666666666667,11.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.8,4.7,2.4,5.8,11.3,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.7,5.9,0.9,6.3,11.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
15.3,4.0,0.9,5.2,14.0,2.0,5.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
14.4,7.1,0.4,7.1,9.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
15.4,4.2,0.3,5.6,13.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0
14.2,8.9,0.0,7.7,6.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
14.3,8.3,0.0,7.5,7.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
14.5,7.0,0.3,6.6,9.0,1.0,1.0,0.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0
14.7,6.7,0.3,8.6,9.0,1.0,3.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
15.1,5.9,0.4,6.4,11.0,2.0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0
14.5,7.0,0.4,7.2,9.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
14.5,7.6,0.2,7.0,7.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
15.2,5.0,0.9,6.2,11.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
14.2,7.6,0.2,7.2,6.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
15.3,3.7,0.9,5.4,13.0,3.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0
14.6,7.0,0.2,6.9,7.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
15.4,5.0,0.8,5.9,12.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
14.7,7.0,0.2,6.9,7.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
14.7,7.7,2.24,7.4,6.1,6.2,1.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0
13.6,5.1,1.02,6.8,4.2,2.1,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0
14.0,4.3,1.62,6.1,11.0,7.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
13.7,4.9,1.2,5.4,5.4,3.6,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
13.4,5.2,1.09,7.3,3.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14.1,3.9,1.5,5.8,8.2,4.8,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
13.5,4.9,1.87,6.9,4.9,1.6,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
13.8,4.6,1.55,6.4,7.3,3.9,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13.8,4.2,1.69,7.3,9.4,5.5,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
13.4,5.0,1.27,6.5,4.4,1.5,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
13.8,4.6,1.55,6.7,7.5,3.8,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
14.1,3.7,1.79,5.2,9.5,4.6,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
14.4,3.1,1.56,5.5,11.7,6.3,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0
13.7,4.8,1.3,6.5,6.2,3.1,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
13.9,3.2,1.53,6.2,8.6,5.1,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14.0,4.8,1.12,6.0,6.7,4.1,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
14.2,4.6,1.64,5.6,9.3,5.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
14.2,4.3,1.62,5.6,10.4,5.9,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
13.8,5.0,1.31,6.7,6.5,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14.1,4.3,1.52,4.5,9.8,5.5,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
13.6,5.0,1.1,7.2,3.5,0.3,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
14.0,4.8,1.34,6.4,6.2,3.5,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0
13.8,5.0,1.11,6.8,4.7,1.3,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
13.7,4.5,1.28,6.183333333333334,7.1,3.2,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
13.9,4.8,1.22,6.466666666666668,6.0,2.1,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.2,4.2,1.6,5.816666666666667,9.0,4.5,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.3,4.0,1.74,5.8,10.6,5.7,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
14.4,3.9,1.77,5.8,10.9,6.3,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
14.2,4.1,1.43,6.0,9.0,4.4,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.5,3.8,2.09,6.1,11.2,5.9,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
14.6,6.5,3.2,4.7,8.98,1.9,3.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
15.0,6.2,3.9,5.1,9.54,2.19,2.0,0.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0
15.2,5.8,2.8,5.2,10.21,2.29,2.0,0.0,2.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0
15.2,5.9,2.5,5.9,11.09,2.71,3.0,0.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,0.0
15.2,5.5,3.6,4.4,9.17,2.88,2.0,0.0,2.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0
14.8,6.9,2.4,5.1,7.41,0.66,3.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0
15.0,7.2,3.4,4.7,7.16,0.99,4.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0
15.0,7.0,2.1,5.2,9.22,1.28,5.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0
15.5,6.8,2.5,6.1,7.67,0.11,2.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0
15.5,6.4,4.0,4.4,11.58,0.79,2.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0
15.0,7.8,3.4,5.3,7.67,1.31,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
15.4,7.5,1.3,4.8,9.16,2.05,2.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
15.2,7.0,3.2,5.1,10.3,2.37,2.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
15.4,3.5,2.38,5.199999999999999,23.4,9.4,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0
15.8,3.0,2.74,5.3500000000000005,24.9,11.7,1.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0
14.5,4.2,1.93,5.816666666666666,6.9,6.8,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
15.6,3.2,2.73,5.2,33.9,12.4,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
14.5,4.3,1.87,5.783333333333332,4.4,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,3.6,2.54,5.783333333333334,30.2,10.4,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
15.1,3.4,2.73,5.233333333333333,11.0,9.9,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
14.7,3.8,1.43,5.516666666666667,9.2,3.9,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14.9,3.4,2.01,5.6499999999999995,15.7,7.5,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
15.2,3.4,1.97,5.083333333333333,18.3,7.7,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
14.5,3.5,1.63,5.8,13.1,5.8,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
14.6,3.4,1.82,5.3,14.0,6.4,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
14.9,3.2,1.8,5.3,14.3,5.6,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
14.0,4.2,1.18,6.7,2.5,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
15.0,5.4,3.23,6.2,24.5,13.6,0.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0
15.1,3.5,2.7,5.6,26.2,15.5,1.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,1.0
13.8,5.0,1.5,6.8,6.5,3.3,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
14.4,2.9,1.81,5.5,13.2,6.7,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
13.6,4.6,1.11,6.5,4.2,2.4,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
13.7,5.1,1.26,6.9,4.7,3.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
13.8,4.3,1.51,6.1,6.1,2.6,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
13.8,3.8,1.6,5.9,9.0,4.3,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
14.0,3.2,1.83,6.0,10.6,5.4,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
13.9,4.7,1.14,6.5,5.4,1.9,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
14.2,4.1,1.46,6.0,8.4,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
13.7,4.8,1.15,6.8,5.7,2.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
14.1,3.8,1.59,5.8,9.2,4.3,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
14.4,3.4,1.82,5.4,9.5,4.8,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
14.0,4.6,1.25,6.5,5.2,1.8,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
14.1,4.2,1.71,6.0,7.8,3.6,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
14.5,3.4,1.79,5.3,10.3,5.1,1.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0
14.9,2.9,2.11,5.0,12.6,6.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
14.2,4.3,1.52,6.4,5.0,1.8,0.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0
14.4,3.5,1.71,5.8,8.4,3.9,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
14.8,3.0,1.92,5.3,11.3,5.5,1.0,0.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0
14.9,2.8,2.02,5.3,13.4,6.4,1.0,0.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,1.0
14.0,4.7,1.45,6.3,6.1,2.8,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.4,4.2,1.54,5.1,9.1,5.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
15.1,3.4,2.03,5.3,13.5,6.6,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
14.3,4.7,1.24,5.7,6.2,2.4,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.5,4.0,1.58,5.6,9.7,4.7,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
15.2,3.1,2.25,5.5,14.2,7.3,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
14.1,4.4,1.31,6.7,6.0,2.1,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
14.5,3.8,1.88,6.2,9.4,4.5,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
14.4,3.5,1.65,5.9,11.1,5.7,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
14.5,3.2,1.89,5.5,13.0,7.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0
13.7,4.4,1.3,6.6,7.1,3.8,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
14.3,3.6,1.56,5.9,10.2,6.3,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
14.2,3.2,2.46,5.7,11.8,7.2,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
14.7,2.9,1.83,5.3,13.8,8.5,1.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
14.4,4.5,1.39,6.1,6.9,4.1,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
14.4,3.9,1.63,5.5,10.1,7.5,1.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0
14.6,3.5,1.88,5.2,12.7,7.5,0.0,0.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
14.7,3.5,1.78,5.2,14.8,9.3,1.0,0.0,7.0,15.0,9.0,2.0,1.0,0.0,0.0,1.0
13.8,4.9,1.26,6.4,6.7,3.5,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14.3,4.2,1.48,5.5,9.4,4.6,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
14.4,3.7,1.42,5.6,11.5,5.9,1.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
13.6,5.2,1.13,6.599999999999999,3.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
13.7,5.3,1.24,6.666666666666667,3.1,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
13.7,5.1,1.46,6.716666666666668,4.7,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
13.9,4.6,1.42,6.233333333333333,5.3,1.4,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
14.5,3.5,1.53,6.266666666666667,9.4,3.7,1.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
14.6,2.9,1.96,5.6,12.3,6.0,1.0,0.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0
14.7,2.6,2.12,5.4,13.9,6.4,1.0,0.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0
14.1,4.5,2.05,6.633333333333333,6.3,2.4,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.2,3.7,1.42,6.333333333333335,8.3,3.5,2.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
14.6,3.2,1.71,5.2,10.6,4.8,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
14.9,2.9,1.93,5.5,12.9,5.9,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0
13.8,4.8,1.53,7.3,5.9,2.1,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.1,4.0,1.55,6.5,12.3,5.2,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.3,3.4,1.88,6.2,10.4,5.1,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
14.6,3.2,1.94,5.6,12.0,6.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0
12.5,7.1,2.3,5.8,5.4,1.4,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
14.3,5.6,3.6,5.4,8.7,2.3,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
15.0,5.2,3.3,4.9,10.4,3.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14.8,4.9,3.7,4.7,11.4,3.9,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
14.4,5.9,3.2,5.2,8.6,2.2,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.6,5.5,3.2,5.6,12.0,3.5,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
15.0,6.0,2.6,5.0,6.4,2.5,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.3,5.6,3.2,5.5,7.4,3.5,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
14.6,5.1,3.5,4.8,8.7,4.5,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
14.1,5.0,2.5,5.0,8.1,2.2,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
14.2,4.5,2.9,4.5,9.0,2.8,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
14.3,3.7,3.5,4.2,10.9,4.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
14.3,5.0,2.9,4.3,8.2,2.1,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
14.4,5.4,3.1,4.8,7.7,3.4,1.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0
14.9,5.2,3.6,4.8,7.5,3.9,1.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
14.6,2.1,3.52,5.5,23.0,12.2,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0
13.9,4.0,1.56,6.6,7.3,3.8,0.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0
14.4,2.7,1.75,5.4,11.3,5.7,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0
13.5,4.1,1.62,6.3,4.9,1.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
13.8,3.7,1.45,6.5,7.1,2.9,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.1,2.8,1.8,5.9,10.4,4.7,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
13.8,4.7,1.28,6.4,9.0,5.7,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
13.8,4.5,1.43,6.3,10.4,6.8,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
13.8,4.9,1.1,6.3,6.7,4.2,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
14.1,4.4,1.63,5.9,10.2,7.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
13.7,5.2,1.08,6.8,5.5,3.9,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0
13.8,4.7,1.13,6.4,8.4,4.3,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0
13.8,4.9,1.46,6.4,8.5,3.4,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0
14.1,4.2,1.72,6.4,9.1,4.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0
13.8,4.8,1.1,6.1,5.6,1.4,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
14.0,4.4,1.54,6.4,8.5,3.5,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
13.7,4.4,1.55,6.7,8.8,4.1,0.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0
13.9,4.5,1.57,6.3,10.0,4.9,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0
13.7,4.9,1.11,7.0,5.9,1.9,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0
14.0,4.8,1.24,6.5,7.3,3.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0
14.0,4.4,2.12,6.5,8.8,3.6,0.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0
13.6,5.1,1.0,7.1,5.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
13.9,4.5,1.16,6.5,8.0,3.3,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
14.3,4.3,1.5,6.2,8.8,4.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0
14.2,5.0,1.15,7.0,4.6,1.1,0.0,0.0,3.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0
14.0,4.3,1.44,6.5,8.1,4.3,1.0,0.0,1.0,2.0,2.0,0.0,20.0,0.0,0.0,1.0
14.1,5.1,1.15,7.0,5.6,2.1,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
14.3,4.4,1.33,5.6,8.8,4.3,1.0,0.0,3.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0
14.3,4.2,1.59,5.2,9.9,4.2,1.0,0.0,1.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0
14.6,4.1,1.57,5.9,10.5,4.5,1.0,0.0,1.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0
13.6,4.9,1.02,5.8,5.3,1.1,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
13.9,4.7,1.18,6.5,7.9,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
14.3,4.3,1.59,6.5,9.7,4.5,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
14.1,4.2,1.46,6.2,10.3,5.3,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0
13.3,5.2,1.34,7.7,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14.3,5.7,0.99,7.4,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
