Seriale,SAM,Gas_type,J_Num,Nazione,OreM,OreO,Fine_carica,DataP,Viscosita_100,TBN_basic,TAN_acid,ipH,Ossidazione,IR,Sodio,Glicole,Silicio,Ferro,Alluminio,Cromo,Rame,Stagno,Piombo,EndCharge
1071599,SAM0003,ECOBIO 10,JO972,IT,45583.0,1282.0,1.0,2018-05-23,14.3,3.8,1.63,5.7,9.0,4.8,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0
1071599,SAM0003,ECOBIO 10,JO972,IT,47836.0,1432.0,1.0,2018-08-27,14.3,2.4,1.75,5.0,11.8,6.2,1.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0
1071599,SAM0003,ECOBIO 10,JO972,IT,49016.0,991.0,0.0,2018-10-16,14.1,3.6,1.64,5.5,9.4,3.7,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
1071599,SAM0003,ECOBIO 10,JO972,IT,49734.0,1769.0,1.0,2018-11-15,14.7,2.8,1.94,4.8,13.1,6.7,2.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
1071599,SAM0003,ECOBIO 10,JO972,IT,53397.0,1561.0,1.0,2019-04-23,14.6,6.3,1.9,6.014693279067027,11.2,1.7,0.0,0.0002621725621519827,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
1071599,SAM0003,ECOBIO 10,JO972,IT,55737.0,1978.0,1.0,2019-07-31,15.1,4.8,2.0,5.539319830508215,13.4,2.7,0.0,-0.001141885044196364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1071599,SAM0003,ECOBIO 10,JO972,IT,57368.0,1357.0,0.0,2019-10-08,15.2,5.6,1.7,6.122991141415278,11.3,3.5,0.0,0.000616040334330159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071599,SAM0003,ECOBIO 10,JO972,IT,57862.0,1851.0,0.0,2019-10-29,14.9,5.5,2.0,5.883388356217941,13.0,3.5,0.0,0.0002229206880393908,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1071599,SAM0003,ECOBIO 10,JO972,IT,58367.0,2353.0,0.0,2019-11-19,15.6,5.3,2.0,5.796832753397858,14.2,3.4,0.0,-0.001731135221295227,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1071599,SAM0003,ECOBIO 10,JO972,IT,59553.0,3542.0,1.0,2020-01-08,15.7,5.1,2.3,5.422218646210527,15.2,3.2,0.0,-0.0030528385660034824,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,34878.0,1460.0,0.0,2017-01-10,14.0,3.7,1.99,5.9,9.7,3.9,1.0,0.0,1.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,35275.0,1857.0,1.0,2017-01-27,14.2,3.3,1.68,5.9,11.0,4.7,1.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,36739.0,1464.0,0.0,2017-03-29,13.9,2.7,1.7,5.2,10.1,4.2,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,37075.0,1800.0,0.0,2017-04-12,14.3,2.4,1.92,5.0,12.0,5.1,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,37548.0,2273.0,1.0,2017-05-09,14.3,2.0,3.06,4.6,14.6,5.7,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,39135.0,1587.0,0.0,2017-07-07,14.3,2.6,1.95,4.9,10.8,5.5,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,39462.0,1914.0,1.0,2017-07-21,14.2,2.4,1.9,4.8,12.4,6.2,0.0,0.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,40806.0,1344.0,0.0,2017-09-15,14.4,3.4,2.0,5.5,10.0,5.3,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,41145.0,1683.0,0.0,2017-09-29,14.4,3.1,1.65,5.4,11.8,6.4,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,41571.0,2109.0,1.0,2017-10-17,14.6,2.8,1.87,5.3,13.5,7.8,0.0,0.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,43132.0,1557.0,0.0,2017-12-21,14.6,3.5,1.84,5.1,10.9,5.4,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,43750.0,2179.0,1.0,2018-01-16,14.6,2.8,1.76,5.2,13.0,6.9,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,45286.0,1536.0,0.0,2018-03-21,14.1,3.2,1.65,5.7,10.6,5.2,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,45919.0,2169.0,1.0,2018-04-17,14.2,2.7,1.77,4.9,13.2,7.1,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,47768.0,1849.0,0.0,2018-07-03,14.3,2.6,1.85,5.0,12.3,7.1,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,52279.0,1988.0,1.0,2019-01-08,14.3,2.8,2.01,5.1,13.2,6.7,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,53292.0,1013.0,0.0,2019-02-19,14.6,6.4,1.7,6.3711773924666,9.4,2.9,0.0,0.0022210072326926678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,53815.0,1538.0,0.0,2019-03-13,14.7,5.4,2.1,5.884606605239853,10.8,4.1,0.0,0.0028776517385532413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,54435.0,2156.0,1.0,2019-04-08,15.0,4.7,2.5,5.272747642481953,13.0,5.0,0.0,0.003404628800571005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,55947.0,1512.0,0.0,2019-06-10,14.9,5.9,1.6,6.263920377511695,11.0,4.2,0.0,0.002325873796091324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,56379.0,1944.0,0.0,2019-06-28,15.0,5.5,2.4,5.721228910887239,11.6,5.4,0.0,0.004515640329238513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,56643.0,2208.0,0.0,2019-07-09,15.2,5.1,2.2,5.706786570540787,12.6,5.8,0.0,0.003669011549968418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071614,SAM0014,ECOBIO 10,JO974,IT,56826.0,2391.0,1.0,2019-07-17,15.2,4.9,2.5,5.313282359140173,13.5,6.0,0.0,0.0044547263635148215,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1071614,SAM0014,ECOBIO 10,JO974,IT,58479.0,1653.0,0.0,2019-09-24,14.9,5.4,2.2,5.875287407309194,9.7,5.0,0.0,0.0048304689155733715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,22289.0,387.0,0.0,2015-08-06,14.0,5.1,1.28,7.2,7.9,4.2,2.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,22812.0,910.0,1.0,2015-08-29,14.3,4.6,3.49,6.6,7.6,6.7,1.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,24227.0,1242.0,1.0,2015-10-26,14.9,3.5,2.47,6.0,15.8,11.4,1.0,0.0,2.0,5.0,3.0,2.0,1.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,24971.0,553.0,0.0,2015-11-26,13.7,4.6,1.72,6.1,6.7,2.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,26402.0,1984.0,0.0,2016-01-26,14.0,2.6,1.96,6.2,14.1,7.6,3.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,26786.0,2368.0,1.0,2016-02-11,14.1,2.2,2.21,5.3,15.0,8.0,2.0,0.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,27215.0,426.0,1.0,2016-02-29,13.5,4.3,1.65,6.3,6.1,3.4,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,29539.0,503.0,0.0,2016-06-06,13.7,3.9,1.39,5.5,8.2,4.9,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,30109.0,1073.0,0.0,2016-06-30,14.0,2.9,1.7,5.8,10.8,4.8,0.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,31036.0,1996.0,1.0,2016-08-08,14.2,2.3,2.03,5.5,14.9,6.8,0.0,0.0,2.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,32061.0,786.0,0.0,2016-09-20,14.0,3.8,1.85,6.1,8.6,3.8,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,33089.0,1814.0,1.0,2016-11-02,14.0,3.4,1.97,6.0,13.0,6.3,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,35850.0,2034.0,1.0,2017-03-07,14.4,2.5,1.94,4.9,12.4,4.4,1.0,0.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,40689.0,452.0,0.0,2017-09-27,13.9,4.5,1.46,6.2,5.2,2.2,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,41573.0,1336.0,0.0,2017-11-03,14.4,3.2,1.84,5.6,10.1,5.6,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,42314.0,2077.0,1.0,2017-12-04,14.4,2.6,1.89,5.0,13.1,5.8,1.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,43343.0,860.0,0.0,2018-01-16,14.4,3.8,1.4,6.1,7.6,3.1,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,43983.0,1500.0,0.0,2018-02-12,14.7,3.0,1.64,5.6,10.9,5.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,44680.0,2197.0,1.0,2018-03-13,14.5,2.5,2.03,5.0,13.2,7.1,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,46314.0,1934.0,1.0,2018-05-22,14.2,2.8,2.06,5.4,11.7,6.4,2.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,46883.0,2203.0,1.0,2018-06-15,14.3,2.3,2.05,5.1,14.0,7.9,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,47176.0,294.0,0.0,2018-06-27,13.7,4.5,1.47,6.6,4.9,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,49358.0,427.0,0.0,2018-09-29,13.8,4.8,1.45,6.4,5.8,2.8,1.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,50689.0,1758.0,0.0,2018-11-23,14.2,2.8,1.94,5.1,12.1,5.5,1.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,51117.0,2186.0,1.0,2018-12-11,14.3,2.9,1.72,5.7,11.0,5.1,1.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,51191.0,74.0,0.0,2018-12-14,13.6,5.0,1.28,6.8,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,52791.0,1674.0,0.0,2019-02-19,14.2,2.7,2.02,5.427003064570497,10.3,4.7,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,53283.0,2166.0,1.0,2019-03-12,14.5,2.3,2.19,5.026019720988364,12.1,5.6,1.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,53664.0,379.0,0.0,2019-03-28,14.2,4.3,1.38,6.2701628775632745,3.9,0.9,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,54861.0,1576.0,0.0,2019-05-17,14.4,2.5,2.0,5.3090246935667285,12.4,5.8,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,55447.0,2160.0,1.0,2019-06-11,14.8,2.0,2.29,4.823520076524846,14.1,6.9,1.0,0.0,3.0,11.0,4.0,1.0,4.0,3.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,55592.0,147.0,0.0,2019-06-17,13.8,4.9,1.3,6.477117560994697,3.6,0.3,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,57300.0,1855.0,1.0,2019-08-29,14.6,2.5,1.95,5.1,12.6,5.3,2.0,0.0,2.0,15.0,4.0,1.0,6.0,1.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,58325.0,599.0,0.0,2019-10-11,14.1,3.9,1.66,5.963632506619275,6.2,1.8,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1071629,SAM0006,ECOBIO 10,JO978,IT,59739.0,2013.0,1.0,2019-12-10,13.8,2.2,2.04,5.2,13.7,5.5,0.0,0.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0
1071629,SAM0006,ECOBIO 10,JO978,IT,60550.0,813.0,0.0,2020-01-13,14.3,3.4,1.78,6.5,8.3,3.1,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,2090.0,560.0,1.0,2013-11-22,14.0,7.4,1.87,7.1,9.0,9.2,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,3895.0,500.0,0.0,2014-02-06,14.3,6.8,2.24,6.5,10.2,9.5,1.0,0.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,4396.0,1000.0,0.0,2014-02-27,14.6,4.3,2.83,5.4,14.1,11.9,3.0,0.0,4.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,4828.0,1440.0,1.0,2014-03-17,15.0,3.7,2.92,5.5,16.7,13.5,2.0,0.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,5346.0,517.0,0.0,2014-04-08,14.3,6.7,1.91,6.7,11.3,10.2,2.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,5830.0,992.0,1.0,2014-04-28,14.8,5.0,2.63,6.9,14.8,12.5,1.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,8222.0,507.0,0.0,2014-08-06,14.0,6.8,2.01,6.5,8.2,7.7,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,8724.0,1009.0,1.0,2014-09-09,14.6,4.7,2.54,5.5,11.9,10.2,2.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,9600.0,1017.0,1.0,2014-10-03,14.4,7.0,1.99,6.5,9.2,8.5,2.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,10080.0,1000.0,1.0,2014-10-23,14.8,4.6,2.38,5.9,12.4,10.7,2.0,0.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,10952.0,520.0,0.0,2014-11-29,14.4,6.9,1.97,6.3,9.1,8.7,3.0,0.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,11385.0,933.0,1.0,2014-12-17,14.6,5.5,2.7,6.3,12.1,10.6,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,12388.0,500.0,0.0,2015-01-28,14.4,6.7,1.27,6.3,9.0,8.3,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,12890.0,1002.0,1.0,2015-02-18,14.6,4.8,2.84,5.8,12.7,10.4,1.0,0.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,14344.0,1009.0,1.0,2015-04-20,13.9,3.8,1.55,6.2,10.8,4.3,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,15396.0,500.0,0.0,2015-06-03,13.7,4.5,1.42,6.2,6.2,4.2,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,15882.0,1000.0,0.0,2015-06-23,13.8,3.8,1.42,6.6,8.1,5.9,0.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,16355.0,1460.0,0.0,2015-07-13,14.2,2.8,1.7,5.5,10.8,5.9,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,16712.0,1817.0,1.0,2015-07-28,14.1,2.7,2.04,4.8,14.9,4.5,1.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,17273.0,500.0,0.0,2015-08-21,13.8,4.1,1.22,6.5,6.0,3.3,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,17787.0,1000.0,0.0,2015-09-11,13.9,3.4,1.92,5.1,9.0,5.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,18265.0,1500.0,0.0,2015-10-01,14.1,2.9,2.01,5.6,11.8,7.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,18489.0,1706.0,1.0,2015-10-10,14.1,2.7,2.04,5.3,12.3,6.4,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,19125.0,525.0,0.0,2015-11-06,13.9,4.5,1.41,6.8,6.8,2.9,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,19607.0,1007.0,0.0,2015-11-26,14.1,2.6,1.69,6.0,9.9,4.8,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,19821.0,1220.0,1.0,2015-12-05,14.0,3.3,1.71,5.5,10.8,5.3,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,21254.0,1024.0,1.0,2016-02-03,13.8,3.2,1.77,5.9,9.2,5.4,0.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,22085.0,500.0,0.0,2016-03-09,13.6,4.3,1.56,6.2,6.2,3.8,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,22590.0,1000.0,0.0,2016-03-30,14.0,3.4,2.07,6.3,9.5,6.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,23108.0,1500.0,1.0,2016-04-21,14.0,2.6,2.08,5.6,12.3,7.7,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,23943.0,524.0,0.0,2016-05-26,13.8,4.1,1.71,6.4,7.0,4.4,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,24427.0,1006.0,0.0,2016-06-15,14.2,3.1,1.78,5.1,9.3,3.9,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,24900.0,1500.0,1.0,2016-07-05,14.1,2.5,1.88,5.8,12.0,5.6,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,25736.0,500.0,0.0,2016-08-09,13.9,4.3,1.0,6.3,6.4,2.4,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,26240.0,1000.0,1.0,2016-08-30,14.1,3.3,1.91,5.9,9.5,4.3,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,28562.0,1581.0,1.0,2016-12-05,14.1,3.0,1.63,5.4,11.4,5.9,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,29444.0,523.0,0.0,2017-01-11,13.9,4.5,1.39,6.5,6.8,3.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,29970.0,1026.0,0.0,2017-02-02,14.2,3.8,1.67,5.8,9.6,4.9,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,30425.0,1500.0,0.0,2017-02-21,14.3,3.2,1.8,5.1,10.9,5.4,1.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0
1071707,SAM0023,ECOBIO 10,JO992,,30903.0,1960.0,1.0,2017-03-13,14.3,2.8,1.94,5.3,12.7,6.4,2.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0
1071707,SAM0023,ECOBIO 10,JO992,,31428.0,500.0,0.0,2017-04-04,13.9,4.3,1.29,6.4,5.6,2.2,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
1071814,SAM0015,ECOBIO 10,JP003,IT,25129.0,1600.0,1.0,2016-03-15,13.7,1.1,2.8,4.3,5.8,2.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0
1071814,SAM0015,ECOBIO 10,JP003,IT,27173.0,1685.0,1.0,2016-06-10,14.3,1.3,2.88,4.4,10.5,3.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,1.0,0.0,1.0
1071814,SAM0015,ECOBIO 10,JP003,IT,28619.0,1447.0,1.0,2016-08-12,14.4,0.6,3.05,3.7,10.5,2.2,1.0,0.0,6.0,4.0,4.0,1.0,12.0,2.0,0.0,1.0
1071814,SAM0015,ECOBIO 10,JP003,IT,29263.0,650.0,0.0,2016-09-09,14.1,1.6,2.43,4.9,5.7,1.6,0.0,0.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0
1071814,SAM0015,ECOBIO 10,JP003,IT,29835.0,1215.0,1.0,2016-10-03,14.1,0.8,3.0,3.8,8.9,2.1,0.0,0.0,3.0,3.0,3.0,0.0,9.0,1.0,0.0,1.0
1071814,SAM0015,ECOBIO 10,JP003,IT,31000.0,1500.0,1.0,2016-11-22,14.3,2.0,2.16,4.7,10.3,3.6,0.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,1.0
1071814,SAM0015,ECOBIO 10,JP003,IT,32475.0,500.0,0.0,2017-02-07,13.6,3.7,1.38,6.5,2.8,0.5,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
1071814,SAM0015,ECOBIO 10,JP003,IT,32914.0,811.0,1.0,2017-03-02,13.5,4.0,1.62,6.0,3.2,1.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0
1071814,SAM0015,ECOBIO 10,JP003,IT,33984.0,1070.0,0.0,2017-04-18,14.2,3.4,1.65,5.7,5.5,1.7,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
1071814,SAM0015,ECOBIO 10,JP003,IT,34418.0,1527.0,1.0,2017-05-09,14.1,2.9,1.79,5.1,6.5,2.3,1.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0
1071814,SAM0015,ECOBIO 10,JP003,IT,35880.0,1005.0,0.0,2017-07-11,14.6,3.7,3.09,5.0,11.9,6.7,0.0,0.0,5.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0
1071814,SAM0015,ECOBIO 10,JP003,IT,36124.0,1244.0,1.0,2017-07-21,15.0,2.8,3.27,4.8,13.2,6.9,0.0,0.0,3.0,8.0,3.0,2.0,1.0,0.0,0.0,1.0
1071814,SAM0015,ECOBIO 10,JP003,IT,36516.0,266.0,0.0,2017-08-07,14.2,7.2,2.21,6.6,6.6,4.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
