Seriale,SAM,Gas_type,J_Num,Nazione,OreM,OreO,Fine_carica,DataP,Viscosita_100,TBN_basic,TAN_acid,ipH,Ossidazione,IR,Sodio,Glicole,Silicio,Ferro,Alluminio,Cromo,Rame,Stagno,Piombo,EndCharge,Gruppo,AnnoP
1233356,SAM0001,ECOLAND 10,JE947,IT,71377.0,1042.0,1.0,2017-08-25,13.8,3.6,1.85,5.6,7.5,3.3,1.0,0.0,341.0,7.0,6.0,0.0,1.0,2.0,0.0,1,582,2017
1233356,SAM0001,ECOLAND 10,JE947,IT,71888.0,511.0,0.0,2017-09-14,13.7,4.3,1.54,6.1,5.0,1.9,1.0,0.0,190.0,5.0,5.0,0.0,0.0,1.0,0.0,0,582,2017
1233356,SAM0001,ECOLAND 10,JE947,IT,72388.0,1011.0,1.0,2017-10-05,13.8,3.7,1.9,5.4,7.0,2.8,1.0,0.0,365.0,10.0,7.0,1.0,2.0,3.0,0.0,1,582,2017
1233356,SAM0001,ECOLAND 10,JE947,IT,72890.0,502.0,1.0,2017-11-02,13.7,4.7,1.23,5.8,4.0,1.8,1.0,0.0,122.0,9.0,4.0,0.0,2.0,0.0,0.0,1,582,2017
1233356,SAM0001,ECOLAND 10,JE947,IT,74861.0,504.0,0.0,2018-01-24,13.8,4.7,1.36,6.0,5.8,1.7,0.0,0.0,16.0,5.0,2.0,0.0,0.0,0.0,0.0,0,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,75357.0,1000.0,1.0,2018-02-14,13.9,3.8,1.61,6.0,8.1,3.1,1.0,0.0,19.0,7.0,3.0,0.0,2.0,1.0,0.0,1,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,75857.0,500.0,0.0,2018-03-07,14.0,4.4,1.25,6.4,5.0,1.1,1.0,0.0,89.0,6.0,3.0,0.0,1.0,0.0,0.0,0,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,76324.0,967.0,1.0,2018-03-27,14.0,3.6,2.17,6.1,7.5,2.4,1.0,0.0,195.0,9.0,4.0,1.0,1.0,1.0,0.0,1,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,76887.0,563.0,0.0,2018-04-19,14.0,4.1,1.43,6.3,5.3,1.2,1.0,0.0,136.0,7.0,3.0,0.0,1.0,0.0,0.0,0,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,77546.0,1222.0,1.0,2018-05-17,13.9,2.9,1.49,5.6,8.1,3.1,0.0,0.0,296.0,11.0,6.0,1.0,4.0,2.0,0.0,1,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,78045.0,499.0,0.0,2018-06-12,13.8,3.6,1.52,5.5,4.9,2.2,1.0,0.0,352.0,4.0,5.0,1.0,2.0,0.0,0.0,0,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,78487.0,941.0,1.0,2018-07-03,13.7,2.2,1.85,4.8,7.1,2.9,1.0,0.0,563.0,10.0,8.0,2.0,1.0,2.0,0.0,1,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,78988.0,501.0,0.0,2018-07-23,13.6,3.9,1.24,6.1,5.0,2.3,1.0,0.0,283.0,3.0,3.0,0.0,0.0,0.0,0.0,0,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,79436.0,949.0,1.0,2018-08-10,14.0,2.8,1.9,4.9,7.2,3.4,1.0,0.0,541.0,7.0,6.0,2.0,3.0,1.0,0.0,1,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,79935.0,499.0,0.0,2018-08-31,13.7,4.4,1.31,5.3,6.0,3.4,0.0,0.0,232.0,5.0,3.0,1.0,3.0,1.0,0.0,0,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,80430.0,994.0,1.0,2018-09-20,14.0,3.1,1.78,4.8,8.7,5.7,2.0,0.0,452.0,7.0,6.0,1.0,3.0,2.0,0.0,1,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,80940.0,510.0,0.0,2018-10-15,13.5,4.0,1.21,5.3,4.9,0.7,1.0,0.0,195.0,5.0,3.0,1.0,1.0,1.0,0.0,0,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,81551.0,1121.0,1.0,2018-11-07,13.7,3.0,1.65,4.9,8.4,3.6,1.0,0.0,385.0,8.0,5.0,1.0,3.0,3.0,0.0,1,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,82068.0,517.0,0.0,2018-11-30,13.6,4.0,1.6,5.0,5.9,1.4,0.0,0.0,249.0,5.0,3.0,0.0,1.0,1.0,0.0,0,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,82450.0,899.0,1.0,2018-12-18,13.9,2.8,1.95,4.7,8.6,2.9,0.0,0.0,342.0,7.0,3.0,1.0,2.0,2.0,0.0,1,582,2018
1233356,SAM0001,ECOLAND 10,JE947,IT,82951.0,500.0,0.0,2019-01-08,13.8,4.2,1.32,5.5,6.7,1.7,0.0,0.0,94.0,2.0,2.0,0.0,0.0,0.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,83522.0,1072.0,1.0,2019-01-30,14.0,2.7,1.85,,10.0,3.5,1.0,0.0,305.0,7.0,4.0,1.0,2.0,3.0,0.0,1,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,84019.0,497.0,0.0,2019-02-21,13.7,4.2,1.38,,6.7,1.7,0.0,0.0,192.0,4.0,2.0,0.0,1.0,0.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,84542.0,1020.0,1.0,2019-03-14,14.0,3.1,2.03,,10.2,3.4,1.0,0.0,388.0,8.0,5.0,1.0,2.0,3.0,0.0,1,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,85040.0,498.0,0.0,2019-04-08,13.9,4.4,1.28,,5.7,1.3,1.0,0.0,172.0,4.0,3.0,0.0,1.0,1.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,85178.0,636.0,1.0,2019-04-16,13.7,4.0,1.73,,6.8,2.0,1.0,0.0,189.0,4.0,3.0,1.0,1.0,2.0,0.0,1,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,85689.0,511.0,0.0,2019-05-06,13.9,4.4,1.73,,6.0,1.7,0.0,0.0,97.0,4.0,2.0,0.0,0.0,1.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,86191.0,1013.0,1.0,2019-05-28,14.0,3.1,1.78,,8.8,3.5,1.0,0.0,249.0,6.0,3.0,1.0,1.0,2.0,0.0,1,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,86686.0,495.0,0.0,2019-06-19,14.1,4.0,1.34,,5.3,1.7,0.0,0.0,273.0,5.0,4.0,1.0,1.0,2.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,8827.0,1110.0,0.0,2019-08-21,14.3,3.0,1.77,5.2,9.6,3.9,0.0,0.0,624.0,12.0,7.0,2.0,4.0,4.0,1.0,1,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,88754.0,480.0,0.0,2019-09-11,14.0,4.7,1.21,,5.3,1.6,0.0,0.0,97.0,4.0,2.0,0.0,0.0,0.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,89269.0,995.0,1.0,2019-10-02,14.0,3.6,1.62,,7.7,3.2,0.0,0.0,223.0,8.0,4.0,0.0,1.0,1.0,0.0,1,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,89769.0,500.0,0.0,2019-10-23,13.9,4.1,1.36,,4.6,0.7,1.0,0.0,279.0,8.0,4.0,0.0,1.0,1.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,90096.0,827.0,1.0,2019-11-08,13.9,3.8,1.78,,6.3,1.8,0.0,0.0,325.0,12.0,5.0,1.0,2.0,2.0,0.0,1,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,90338.0,242.0,0.0,2019-12-03,13.5,5.2,1.44,7.4,4.0,0.1,0.0,0.0,26.0,6.0,2.0,0.0,3.0,1.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,90585.0,489.0,0.0,2019-12-16,13.7,4.6,1.58,6.3,6.1,1.6,0.0,0.0,114.0,8.0,3.0,0.0,3.0,2.0,0.0,0,582,2019
1233356,SAM0001,ECOLAND 10,JE947,IT,91030.0,934.0,1.0,2020-01-03,14.1,3.5,1.73,6.0,8.5,2.9,0.0,0.0,255.0,13.0,5.0,1.0,5.0,3.0,0.0,1,582,2020
1233356,SAM0001,ECOLAND 10,JE947,IT,91521.0,491.0,0.0,2020-01-23,13.8,4.7,1.41,6.6,4.8,0.9,0.0,0.0,109.0,2.0,2.0,0.0,1.0,1.0,0.0,0,582,2020
1233358,SAM0011,ECOBIO 10,JH302,IT,29047.0,1480.0,1.0,2016-01-11,14.1,3.1,3.25,4.9,13.4,7.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1,583,2016
1233358,SAM0011,ECOBIO 10,JH302,IT,33575.0,1500.0,1.0,2016-07-22,14.2,1.9,2.28,4.8,12.8,4.4,1.0,0.0,1.0,4.0,3.0,1.0,6.0,0.0,0.0,1,583,2016
1233358,SAM0011,ECOBIO 10,JH302,IT,38348.0,1601.0,1.0,2017-02-07,13.9,2.1,1.73,5.3,10.9,4.7,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,583,2017
1233358,SAM0011,ECOBIO 10,JH302,IT,41335.0,1457.0,1.0,2017-06-12,14.2,1.6,1.62,4.5,11.3,4.6,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1,583,2017
1233358,SAM0011,ECOBIO 10,JH302,IT,42828.0,1493.0,1.0,2017-08-14,14.2,1.7,2.32,4.2,12.2,5.0,1.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,1,583,2017
1233358,SAM0011,ECOBIO 10,JH302,IT,55829.0,862.0,0.0,2019-02-12,14.2,2.9,1.93,5.5,8.1,2.6,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,583,2019
1233358,SAM0011,ECOBIO 10,JH302,IT,57213.0,1071.0,1.0,2019-04-11,14.4,2.7,1.93,,9.7,4.1,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1,583,2019
1233358,SAM0011,ECOBIO 10,JH302,IT,58388.0,1171.0,1.0,2019-05-30,14.1,2.6,1.92,,9.5,4.3,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1,583,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,39305.0,2200.0,1.0,2016-02-26,14.7,2.0,2.5,5.5,19.5,9.5,0.0,0.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,1,584,2016
1233360,SAM0007,ECOBIO 10,JG593,IT,39897.0,591.0,0.0,2016-03-22,13.9,4.3,2.02,6.3,7.5,4.7,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,584,2016
1233360,SAM0007,ECOBIO 10,JG593,IT,41047.0,1742.0,1.0,2016-05-09,14.3,3.1,2.1,5.7,13.3,8.6,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1,584,2016
1233360,SAM0007,ECOBIO 10,JG593,IT,44078.0,529.0,0.0,2016-09-15,13.7,4.4,1.43,6.2,5.9,2.1,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,584,2016
1233360,SAM0007,ECOBIO 10,JG593,IT,45391.0,1802.0,1.0,2016-11-09,14.1,2.9,2.06,5.3,12.9,5.6,0.0,0.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,1,584,2016
1233360,SAM0007,ECOBIO 10,JG593,IT,46227.0,830.0,0.0,2016-12-14,13.8,4.0,1.42,5.7,7.6,3.3,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0,584,2016
1233360,SAM0007,ECOBIO 10,JG593,IT,46952.0,1560.0,0.0,2017-01-13,13.9,2.7,2.07,5.5,11.8,5.4,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,47451.0,2058.0,1.0,2017-02-03,14.2,2.4,2.21,5.1,14.3,6.3,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,47715.0,263.0,0.0,2017-02-14,13.7,4.9,1.36,6.7,4.1,1.3,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,45437.0,1985.0,0.0,2017-04-27,14.3,2.4,1.95,4.9,13.7,6.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,1,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,49959.0,522.0,0.0,2017-05-19,13.8,4.5,1.22,5.8,5.8,1.9,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,51390.0,1953.0,1.0,2017-07-18,14.2,2.3,2.08,5.1,13.1,6.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,53204.0,1814.0,0.0,2017-10-02,14.5,2.7,2.14,5.2,12.1,6.4,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,53367.0,1977.0,1.0,2017-10-09,13.4,2.6,2.01,5.5,12.6,7.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,53866.0,501.0,0.0,2017-10-30,14.3,4.7,1.37,6.1,5.7,3.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,54247.0,880.0,0.0,2017-11-15,14.1,4.3,1.62,5.7,7.6,3.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,584,2017
1233360,SAM0007,ECOBIO 10,JG593,IT,55782.0,482.0,0.0,2018-01-18,14.1,4.4,1.52,6.3,5.0,1.6,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,56047.0,747.0,0.0,2018-01-29,14.0,4.0,1.43,6.0,6.6,2.5,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,56072.0,772.0,0.0,2018-01-30,13.9,4.0,1.61,6.2,6.9,2.7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,56644.0,1343.0,0.0,2018-02-23,14.2,3.3,1.87,4.6,10.2,4.6,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,57046.0,1746.0,0.0,2018-03-12,14.4,2.6,1.75,4.2,11.9,5.7,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,57285.0,1985.0,1.0,2018-03-22,14.3,2.4,1.91,4.0,12.9,6.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,57715.0,430.0,0.0,2018-04-09,13.8,4.7,1.27,6.5,4.6,1.6,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,58146.0,861.0,0.0,2018-04-27,14.3,4.1,1.67,6.1,7.8,3.5,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,58570.0,1285.0,0.0,2018-05-15,14.2,3.4,1.84,5.7,10.3,5.4,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,58743.0,1458.0,0.0,2018-05-22,14.3,2.8,1.67,5.1,11.0,5.8,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,59208.0,1923.0,1.0,2018-06-11,14.5,2.3,1.93,4.7,12.9,7.1,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,59903.0,695.0,0.0,2018-07-10,13.9,4.4,1.58,6.0,6.7,3.6,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,61213.0,2005.0,1.0,2018-09-03,14.2,2.6,2.24,4.9,12.8,8.5,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,61623.0,408.0,0.0,2018-09-20,13.7,4.9,1.41,6.1,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,62552.0,1339.0,0.0,2018-10-29,14.1,3.7,1.62,5.6,10.4,6.2,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,63126.0,1913.0,1.0,2018-11-23,14.5,3.4,1.68,5.2,12.2,6.6,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,63473.0,287.0,0.0,2018-12-05,13.7,4.9,1.31,6.1,3.1,0.3,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,584,2018
1233360,SAM0007,ECOBIO 10,JG593,IT,64415.0,1289.0,0.0,2019-01-16,14.3,3.3,2.07,5.4,12.6,4.6,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,64776.0,1650.0,0.0,2019-01-31,14.4,2.7,1.79,,15.4,5.4,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,65135.0,2005.0,1.0,2019-02-15,14.3,2.6,2.03,,16.7,6.4,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,65395.0,259.0,0.0,2019-02-26,13.8,3.7,1.27,,4.2,0.6,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,65562.0,424.0,0.0,2019-03-05,13.9,4.9,1.41,,5.4,1.5,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,66044.0,909.0,0.0,2019-03-25,14.3,4.3,1.64,6.2,8.2,3.4,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,66426.0,1290.0,0.0,2019-04-10,14.3,3.8,1.65,,9.7,4.3,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,66768.0,1629.0,0.0,2019-04-24,14.6,3.3,1.91,,11.8,5.5,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,67144.0,2009.0,1.0,2019-05-10,14.5,2.7,1.75,,13.3,6.2,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,67771.0,626.0,0.0,2019-06-05,14.0,4.2,1.38,,6.5,2.5,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,68247.0,1103.0,0.0,2019-06-25,14.2,3.3,2.27,,9.6,5.1,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,68383.0,1239.0,0.0,2019-07-01,14.2,3.1,2.72,,10.2,5.5,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0,584,2019
1233360,SAM0007,ECOBIO 10,JG593,IT,68607.0,1462.0,0.0,2019-07-10,14.5,2.9,1.69,5.5,11.3,5.5,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0,584,2019
1233362,SAM0010,ECOBIO 10,JJ001,IT,29131.0,804.0,0.0,2016-01-19,13.9,3.8,1.34,5.8,8.2,4.5,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,30301.0,1974.0,1.0,2016-03-09,14.1,2.0,2.05,5.7,14.1,8.1,0.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,1,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,31129.0,828.0,0.0,2016-04-13,13.8,3.4,1.78,6.2,8.3,5.2,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,31784.0,1483.0,1.0,2016-05-11,14.1,2.5,2.09,5.5,11.7,7.4,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,32822.0,883.0,0.0,2016-07-12,13.8,4.1,1.77,6.2,5.9,1.9,0.0,0.0,2.0,2.0,2.0,0.0,6.0,0.0,0.0,0,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,33704.0,1765.0,1.0,2016-08-18,14.0,3.2,1.85,5.7,11.2,4.3,0.0,0.0,2.0,3.0,3.0,0.0,7.0,0.0,0.0,1,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,34492.0,788.0,0.0,2016-09-20,13.9,3.6,1.84,7.1,6.7,2.6,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,35229.0,1524.0,1.0,2016-10-21,14.0,2.9,1.89,5.7,10.4,4.6,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,1,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,36462.0,787.0,0.0,2016-12-12,13.7,4.0,1.42,6.1,6.7,2.7,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,36846.0,1171.0,0.0,2016-12-28,13.9,3.0,1.66,5.6,9.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0,585,2016
1233362,SAM0010,ECOBIO 10,JJ001,IT,37367.0,1692.0,1.0,2017-01-19,14.3,2.5,1.93,5.7,11.5,5.2,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1,585,2017
1233362,SAM0010,ECOBIO 10,JJ001,IT,38205.0,554.0,0.0,2017-02-23,13.6,4.1,1.47,5.9,5.2,1.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,585,2017
1233362,SAM0010,ECOBIO 10,JJ001,IT,38822.0,1171.0,0.0,2017-03-21,14.1,3.0,1.78,5.3,8.9,3.8,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,585,2017
1233362,SAM0010,ECOBIO 10,JJ001,IT,39562.0,1911.0,1.0,2017-04-21,14.4,2.0,2.11,4.7,12.6,5.4,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1,585,2017
1233362,SAM0010,ECOBIO 10,JJ001,IT,40064.0,502.0,0.0,2017-05-12,13.8,4.6,1.31,6.4,5.1,1.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,585,2017
1233362,SAM0010,ECOBIO 10,JJ001,IT,40677.0,1115.0,0.0,2017-06-07,14.2,3.6,1.72,5.5,8.8,3.9,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,585,2017
1233362,SAM0010,ECOBIO 10,JJ001,IT,42988.0,1375.0,1.0,2017-09-22,13.8,3.9,1.62,5.2,7.7,4.2,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,585,2017
1233362,SAM0010,ECOBIO 10,JJ001,IT,45669.0,2109.0,1.0,2018-01-12,14.5,2.4,1.94,4.7,14.3,6.8,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,46314.0,645.0,0.0,2018-02-08,13.8,4.2,1.51,6.6,6.3,2.4,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,47010.0,1341.0,0.0,2018-03-09,14.2,3.1,1.9,4.8,10.4,4.7,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,47657.0,1988.0,1.0,2018-04-05,14.2,2.5,2.04,5.0,13.4,6.7,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,48348.0,691.0,0.0,2018-05-04,13.9,4.1,1.29,6.1,7.0,2.9,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,49089.0,1432.0,0.0,2018-06-04,14.4,2.9,1.88,5.4,11.5,6.4,2.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,49493.0,1836.0,1.0,2018-06-21,14.4,2.5,2.0,4.8,13.5,8.2,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,50146.0,653.0,0.0,2018-07-18,14.1,4.3,1.45,6.4,6.8,3.8,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,51097.0,1604.0,0.0,2018-08-27,14.4,2.9,1.77,5.2,12.1,7.3,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,51669.0,2176.0,1.0,2018-09-20,14.6,2.5,2.18,4.8,14.1,7.9,1.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,1,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,51976.0,307.0,0.0,2018-10-04,13.8,5.0,1.23,6.5,3.7,0.3,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,52923.0,1254.0,0.0,2018-11-13,14.5,3.4,1.46,5.8,8.8,4.1,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0,585,2018
1233362,SAM0010,ECOBIO 10,JJ001,IT,53608.0,1939.0,1.0,2018-12-12,14.4,2.9,1.82,5.0,12.1,5.8,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1,585,2018
